rank,market,symbol,year,n_days,first_date,last_date,min_close,median_close,mean_close,max_close,penny_days,penny_day_ratio,one_tick_ge_10_days,gap_up_ge_10_days,gap_down_le_10_days,abs_gap_ge_10_days,abs_ret_ge_10_days,range_ge_10_days,one_tick_ge_20_days,gap_up_ge_20_days,gap_down_le_20_days,abs_gap_ge_20_days,abs_ret_ge_20_days,range_ge_20_days,one_tick_ge_30_days,gap_up_ge_30_days,gap_down_le_30_days,abs_gap_ge_30_days,abs_ret_ge_30_days,range_ge_30_days,one_tick_ge_50_days,gap_up_ge_50_days,gap_down_le_50_days,abs_gap_ge_50_days,abs_ret_ge_50_days,range_ge_50_days,one_tick_ge_100_days,gap_up_ge_100_days,gap_down_le_100_days,abs_gap_ge_100_days,abs_ret_ge_100_days,range_ge_100_days
9,JP,6993.T,2020,242,2020-01-06,2020-12-30,17.0,29.0,27.24380165289256,33.0,242,1.0,0,0,0,0,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,JP,7571.T,2020,242,2020-01-06,2020-12-30,45.61404800415039,65.5701904296875,66.1048438805194,84.46330261230469,242,1.0,0,0,0,0,6,17,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,JP,3777.T,2021,245,2021-01-04,2021-12-30,14.0,19.0,19.559183673469388,28.0,245,1.0,0,3,1,4,18,104,0,0,0,0,1,10,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2,JP,3358.T,2021,245,2021-01-04,2021-12-30,47.20000076293945,57.0,57.110204159483615,70.4000015258789,245,1.0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,JP,5103.T,2021,245,2021-01-04,2021-12-30,46.0,54.0,54.073469387755104,68.0,245,1.0,0,1,0,1,4,9,0,0,0,0,3,5,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0
4,JP,6786.T,2021,245,2021-01-04,2021-12-30,66.0,76.0,75.2530612244898,89.0,245,1.0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,JP,5721.T,2021,245,2021-01-04,2021-12-30,24.0,38.0,36.93877551020408,48.0,245,1.0,0,0,0,0,2,15,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6,JP,9704.T,2021,245,2021-01-04,2021-12-30,22.0,25.0,24.98367346938776,29.0,245,1.0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,JP,3237.T,2021,245,2021-01-04,2021-12-30,57.0,71.0,71.82040816326531,97.0,245,1.0,0,2,0,2,2,9,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,JP,6740.T,2021,245,2021-01-04,2021-12-30,33.0,39.0,40.755102040816325,51.0,245,1.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,JP,2694.T,2021,245,2021-01-04,2021-12-30,59.43731689453125,67.23237609863281,67.66985381768674,76.00182342529297,245,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,JP,5955.T,2021,245,2021-01-04,2021-12-30,66.4183578491211,74.00901794433594,73.41628215556241,81.4764633178711,245,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,JP,2694.T,2022,244,2022-01-04,2022-12-30,59.43731689453125,65.28360748291016,65.3736569138824,70.67520141601562,244,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,JP,3840.T,2022,244,2022-01-04,2022-12-30,49.0,62.0,61.84426229508197,76.0,244,1.0,0,1,0,1,3,13,0,1,0,1,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,JP,8946.T,2022,244,2022-01-04,2022-12-30,72.0,79.0,79.27049180327869,91.0,244,1.0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,JP,9423.T,2022,244,2022-01-04,2022-12-30,86.25717163085938,91.7818832397461,91.73294799054256,98.33772277832033,244,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,JP,4564.T,2022,244,2022-01-04,2022-12-30,50.0,64.0,64.27868852459017,73.0,244,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,JP,3777.T,2022,244,2022-01-04,2022-12-30,17.0,20.0,21.59426229508197,29.0,244,1.0,0,1,0,1,6,66,0,0,0,0,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
7,JP,9704.T,2022,244,2022-01-04,2022-12-30,21.0,23.0,22.89344262295082,32.0,244,1.0,0,0,0,0,4,22,0,0,0,0,2,2,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0
8,JP,9978.T,2022,244,2022-01-04,2022-12-30,37.0,44.0,44.290983606557376,50.0,244,1.0,0,0,0,0,2,10,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9,JP,3113.T,2022,244,2022-01-04,2022-12-30,69.0,76.0,76.1188524590164,83.0,244,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,JP,1773.T,2022,244,2022-01-04,2022-12-30,14.943300247192385,16.935739517211914,16.9974108953945,18.928178787231445,244,1.0,0,1,0,1,2,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,JP,2926.T,2023,246,2023-01-04,2023-12-29,87.0,93.0,92.53658536585364,98.0,246,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,JP,3777.T,2023,246,2023-01-04,2023-12-29,26.0,43.0,43.00813008130081,66.0,246,1.0,0,1,0,1,14,38,0,1,0,1,2,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
3,JP,2330.T,2023,246,2023-01-04,2023-12-29,65.0,71.5,72.6260162601626,87.0,246,1.0,0,0,0,0,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,JP,4564.T,2023,246,2023-01-04,2023-12-29,19.0,35.0,37.46341463414634,58.0,246,1.0,0,0,0,0,1,18,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,JP,1773.T,2023,246,2023-01-04,2023-12-29,15.967698097229004,31.935396194458008,32.78171258244088,61.92753219604492,246,1.0,0,1,0,1,8,30,0,0,0,0,0,9,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
6,JP,8107.T,2023,246,2023-01-04,2023-12-29,18.0,20.0,20.27235772357724,22.0,246,1.0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,JP,8918.T,2023,246,2023-01-04,2023-12-29,6.81374979019165,8.76053524017334,8.454193698681467,9.733928680419922,246,1.0,246,40,35,75,98,246,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
8,JP,1783.T,2023,246,2023-01-04,2023-12-29,44.0,53.0,54.15447154471545,70.0,246,1.0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,JP,9978.T,2023,246,2023-01-04,2023-12-29,32.0,40.0,39.13821138211382,44.0,246,1.0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,JP,8836.T,2023,246,2023-01-04,2023-12-29,17.0,21.0,20.48780487804878,23.0,246,1.0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,JP,7527.T,2024,245,2024-01-04,2024-12-30,52.0,61.0,61.734693877551024,80.0,245,1.0,0,1,0,1,4,18,0,0,0,0,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2,JP,2315.T,2024,245,2024-01-04,2024-12-30,39.0,54.0,53.32244897959184,76.0,245,1.0,0,1,0,1,12,34,0,0,0,0,2,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
3,JP,3113.T,2024,245,2024-01-04,2024-12-30,75.0,82.0,82.79183673469387,97.0,245,1.0,0,2,0,2,0,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,JP,4596.T,2024,245,2024-01-04,2024-12-30,49.0,70.0,69.86122448979592,91.0,245,1.0,0,0,0,0,1,10,0,0,0,0,1,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
5,JP,2926.T,2024,245,2024-01-04,2024-12-30,69.0,89.0,87.19183673469388,96.0,245,1.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,JP,3823.T,2024,245,2024-01-04,2024-12-30,23.0,33.0,35.01632653061225,56.0,245,1.0,0,4,2,6,11,42,0,3,1,4,3,8,0,2,1,3,1,4,0,0,0,0,0,1,0,0,0,0,0,0
7,JP,7571.T,2024,245,2024-01-04,2024-12-30,51.223880767822266,64.02985382080078,64.02985176553531,71.91044616699219,245,1.0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,JP,9973.T,2024,245,2024-01-04,2024-12-30,18.0,19.0,19.11020408163265,25.0,245,1.0,0,1,0,1,4,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,JP,3323.T,2024,245,2024-01-04,2024-12-30,62.49599838256836,83.4674072265625,79.49468567517339,95.11402893066406,245,1.0,0,0,1,1,2,5,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,JP,6993.T,2024,245,2024-01-04,2024-12-30,23.0,33.0,33.69387755102041,51.0,245,1.0,0,1,0,1,6,17,0,0,0,0,2,4,0,0,0,0,1,3,0,0,0,0,1,1,0,0,0,0,0,0
1,JP,8107.T,2025,243,2025-01-06,2025-12-30,28.0,46.0,45.2880658436214,65.0,243,1.0,0,1,1,2,13,31,0,1,0,1,1,4,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2,JP,1783.T,2025,243,2025-01-06,2025-12-30,33.0,52.0,50.23456790123457,71.0,243,1.0,0,1,0,1,6,25,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,JP,3777.T,2025,243,2025-01-06,2025-12-30,30.0,42.0,45.31275720164609,81.0,243,1.0,0,6,2,8,17,47,0,1,0,1,3,12,0,1,0,1,1,5,0,0,0,0,0,1,0,0,0,0,0,0
4,JP,1773.T,2025,243,2025-01-06,2025-12-30,50.97315979003906,80.0,78.15990843596282,97.0,243,1.0,0,0,1,1,1,9,0,0,1,1,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
5,JP,6659.T,2025,243,2025-01-06,2025-12-30,42.0,59.0,59.93004115226338,86.0,243,1.0,0,2,1,3,7,37,0,0,0,0,2,11,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0
6,JP,6740.T,2025,243,2025-01-06,2025-12-30,14.0,19.0,18.580246913580247,30.0,243,1.0,0,2,0,2,8,81,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
7,JP,5955.T,2025,243,2025-01-06,2025-12-30,60.0,78.0,77.94845716060435,92.0,243,1.0,0,0,0,0,2,5,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,JP,3664.T,2025,243,2025-01-06,2025-12-30,29.0,37.0,42.34567901234568,84.0,243,1.0,0,3,0,3,17,52,0,1,0,1,4,16,0,1,0,1,1,6,0,1,0,1,1,0,0,0,0,0,0,0
9,JP,2370.T,2025,243,2025-01-06,2025-12-30,27.0,35.0,34.33744855967078,41.0,243,1.0,0,0,1,1,3,11,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,JP,5103.T,2025,243,2025-01-06,2025-12-30,37.0,46.0,47.10288065843621,64.0,243,1.0,0,0,0,0,6,24,0,0,0,0,1,11,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
1,KR,004410.KS,2020,248,2020-01-02,2020-12-30,107.0,162.0,171.0443548387097,301.0,248,1.0,0,3,1,4,11,38,0,0,0,0,4,9,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2,KR,038620.KQ,2020,248,2020-01-02,2020-12-30,352.2110900878906,619.3045043945312,626.6866301259687,912.6060791015624,248,1.0,0,4,0,4,3,23,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,KR,023760.KQ,2020,248,2020-01-02,2020-12-30,262.9798278808594,398.3371276855469,397.3944257920788,471.41455078125,248,1.0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,KR,001620.KS,2020,248,2020-01-02,2020-12-30,481.0,609.0,615.2459677419355,741.0,248,1.0,0,0,0,0,1,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,KR,015590.KS,2020,248,2020-01-02,2020-12-30,392.1428527832031,678.6428527832031,676.210253930861,932.1428833007812,248,1.0,0,1,2,3,7,32,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,KR,113810.KQ,2020,248,2020-01-02,2020-12-30,393.8492431640625,495.2361755371094,512.9332989108178,711.6583251953125,248,1.0,0,0,0,0,5,24,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,KR,900070.KQ,2020,248,2020-01-02,2020-12-30,349.0,560.5,577.2943548387096,791.0,248,1.0,0,0,1,1,6,21,0,0,1,1,1,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,KR,015020.KS,2020,248,2020-01-02,2020-12-30,420.0,684.5,676.8508064516129,795.0,248,1.0,0,0,0,0,6,17,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9,KR,293580.KQ,2020,248,2020-01-02,2020-12-30,143.43063354492188,336.14820861816406,320.3005053612493,506.9310302734375,248,1.0,0,4,0,4,11,32,0,1,0,1,5,6,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
10,KR,004060.KS,2020,248,2020-01-02,2020-12-30,315.0,635.5,670.4596774193549,995.0,248,1.0,0,1,1,2,9,25,0,0,0,0,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,KR,004410.KS,2021,248,2021-01-04,2021-12-30,191.0,361.5,352.96774193548384,493.0,248,1.0,0,3,0,3,9,29,0,0,0,0,6,11,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0
2,KR,005030.KS,2021,248,2021-01-04,2021-12-30,510.0,633.5,638.3709677419355,800.0,248,1.0,0,0,0,0,4,10,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,KR,021880.KQ,2021,248,2021-01-04,2021-12-30,417.0,547.0,566.3870967741935,773.0,248,1.0,0,0,0,0,2,18,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,KR,004060.KS,2021,248,2021-01-04,2021-12-30,604.0,726.0,737.7096774193549,895.0,248,1.0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,KR,015590.KS,2021,248,2021-01-04,2021-12-30,428.0,594.0,570.4233870967741,673.0,248,1.0,0,0,0,0,1,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,KR,011300.KS,2021,248,2021-01-04,2021-12-30,277.6000061035156,629.5999755859375,630.3644966617708,976.0,248,1.0,0,2,2,4,14,29,0,0,1,1,6,12,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
7,KR,225190.KQ,2021,248,2021-01-04,2021-12-30,441.65716552734375,576.6508178710938,551.9778818930349,831.0811157226562,248,1.0,0,2,0,2,4,3,0,1,0,1,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,KR,373200.KQ,2021,161,2021-02-26,2021-12-30,478.8557739257813,516.2298583984375,527.1765893023947,633.0239868164062,161,1.0,0,1,0,1,3,7,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
9,KR,152550.KS,2021,248,2021-01-04,2021-12-30,3.240661859512329,3.735455989837648,3.6003836624083982,3.8917508125305176,248,1.0,248,1,0,1,1,0,248,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,KR,023760.KQ,2021,248,2021-01-04,2021-12-30,452.8485107421875,697.8388061523438,656.9468525302026,859.685791015625,248,1.0,0,0,0,0,1,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,KR,038530.KQ,2022,36,2022-11-10,2022-12-29,402.0,476.5,473.3333333333333,505.0,36,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,KR,011300.KS,2022,244,2022-01-04,2022-12-29,385.6000061035156,629.5999755859375,641.5639281976419,948.0,244,1.0,0,2,0,2,7,30,0,1,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,KR,065150.KQ,2022,244,2022-01-04,2022-12-29,378.0,571.5,618.610655737705,911.0,244,1.0,0,0,0,0,2,8,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,KR,021880.KQ,2022,243,2022-01-04,2022-12-29,336.0,496.0,512.119341563786,999.0,243,1.0,0,1,0,1,12,42,0,1,0,1,3,8,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
5,KR,027040.KQ,2022,244,2022-01-04,2022-12-29,579.0,673.0,687.766393442623,867.0,244,1.0,0,1,0,1,2,7,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,KR,016600.KQ,2022,243,2022-01-04,2022-12-29,388.0,562.0,557.522633744856,913.0,243,1.0,0,3,0,3,3,14,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
7,KR,015590.KS,2022,244,2022-01-04,2022-12-29,309.0,406.0,402.5327868852459,489.0,244,1.0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,KR,001510.KS,2022,244,2022-01-04,2022-12-29,614.7017822265625,745.238037109375,766.402054333296,985.0961303710938,244,1.0,0,0,0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9,KR,000040.KS,2022,244,2022-01-04,2022-12-29,505.0,716.5,713.172131147541,917.0,244,1.0,0,1,0,1,5,17,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
10,KR,115530.KQ,2022,169,2022-04-26,2022-12-29,404.0,604.0,604.6213017751479,784.0,169,1.0,0,1,0,1,7,28,0,0,0,0,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,KR,269620.KQ,2023,245,2023-01-02,2023-12-28,889.0,889.0,889.0,889.0,245,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,KR,214330.KS,2023,245,2023-01-02,2023-12-28,632.0,813.0,796.1591836734694,940.0,245,1.0,0,0,0,0,3,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,KR,145270.KS,2023,245,2023-01-02,2023-12-28,740.4249877929688,857.2893676757812,839.1705282405931,952.6602172851562,245,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,KR,152550.KS,2023,228,2023-01-02,2023-12-28,95.5005340576172,376.0333557128906,396.4498468700208,787.8794555664062,228,1.0,0,13,3,16,40,87,0,3,1,4,23,39,0,0,0,0,1,16,0,0,0,0,0,3,0,0,0,0,0,0
5,KR,184230.KQ,2023,245,2023-01-02,2023-12-28,567.9942016601562,770.5347290039062,757.1435290278221,965.1498413085938,245,1.0,0,1,0,1,2,14,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,KR,208640.KQ,2023,244,2023-01-02,2023-12-28,336.0,478.0,497.1885245901639,735.0,244,1.0,0,0,0,0,3,17,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,KR,089230.KQ,2023,244,2023-01-02,2023-12-28,152.0,277.0,268.04918032786884,385.0,244,1.0,0,0,0,0,6,38,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,KR,101400.KQ,2023,244,2023-01-02,2023-12-28,586.0,679.5,675.7090163934427,782.0,244,1.0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9,KR,000890.KS,2023,245,2023-01-02,2023-12-28,496.0,597.0,582.1755102040817,680.0,245,1.0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,KR,118000.KS,2023,245,2023-01-02,2023-12-28,380.0,507.0,504.44489795918366,737.0,245,1.0,0,1,0,1,7,16,0,1,0,1,1,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1,KR,025750.KS,2024,244,2024-01-02,2024-12-30,577.0,754.0,746.9918032786885,874.0,244,1.0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,KR,008600.KS,2024,244,2024-01-02,2024-12-30,358.0,464.0,491.9713114754098,838.0,244,1.0,0,2,0,2,5,22,0,1,0,1,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,KR,049630.KQ,2024,244,2024-01-02,2024-12-30,565.0,654.0,655.0327868852459,784.0,244,1.0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,KR,011090.KS,2024,244,2024-01-02,2024-12-30,423.0,535.0,543.6147540983607,699.0,244,1.0,0,1,0,1,3,11,0,0,0,0,1,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
5,KR,115530.KQ,2024,244,2024-01-02,2024-12-30,239.0,414.0,428.1475409836066,630.0,244,1.0,0,3,0,3,14,48,0,1,0,1,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,KR,115480.KQ,2024,243,2024-01-02,2024-12-30,610.0,741.0,745.761316872428,880.0,243,1.0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,KR,269620.KQ,2024,244,2024-01-02,2024-12-30,889.0,889.0,889.0,889.0,244,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,KR,004060.KS,2024,244,2024-01-02,2024-12-30,302.0,395.0,390.327868852459,510.0,244,1.0,0,0,0,0,2,11,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
9,KR,114630.KQ,2024,244,2024-01-02,2024-12-30,478.0,635.5,631.0081967213115,783.0,244,1.0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,KR,011370.KQ,2024,242,2024-01-02,2024-12-30,679.4684448242188,790.2208557128906,793.3826215759782,911.2540283203124,242,1.0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,KR,389680.KQ,2025,242,2025-01-02,2025-12-30,459.0,654.0,654.1198347107438,904.0,242,1.0,0,0,0,0,4,20,0,0,0,0,2,7,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2,KR,373200.KQ,2025,242,2025-01-02,2025-12-30,443.0,624.5,630.2520661157025,900.0,242,1.0,0,0,0,0,5,16,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,KR,353190.KQ,2025,242,2025-01-02,2025-12-30,660.0,714.0,724.0206611570248,832.0,242,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,KR,252500.KQ,2025,242,2025-01-02,2025-12-30,690.7911376953125,789.3414916992188,786.2295751650471,876.6289672851562,242,1.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,KR,250930.KQ,2025,242,2025-01-02,2025-12-30,380.0,490.0,487.1280991735537,693.0,242,1.0,0,2,0,2,7,31,0,0,0,0,3,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,KR,245620.KQ,2025,241,2025-01-02,2025-12-30,415.0,415.0,415.0,415.0,241,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,KR,258830.KQ,2025,241,2025-01-02,2025-12-30,412.0,412.0,412.0,412.0,241,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,KR,317240.KQ,2025,241,2025-01-02,2025-12-30,197.0,239.0,245.448132780083,350.0,241,1.0,0,1,0,1,8,41,0,0,0,0,3,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
9,KR,198940.KQ,2025,242,2025-01-02,2025-12-30,625.0,739.0,738.9752066115702,853.0,242,1.0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,KR,215790.KQ,2025,242,2025-01-02,2025-12-30,420.0,462.0,484.5413223140496,782.0,242,1.0,0,0,0,0,8,22,0,0,0,0,4,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1,TH,ADB.BK,2020,243,2020-01-02,2020-12-30,0.2483325600624084,0.5228930711746216,0.4985133398462225,0.7768701910972595,243,1.0,0,1,2,3,3,22,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,TH,AE.BK,2020,243,2020-01-02,2020-12-30,0.2899999916553497,0.3600000143051147,0.3758436213304967,0.5099999904632568,243,1.0,0,0,1,1,8,20,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
